datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.09.28,00:00,23.59,Olympia,1352,1180,2532,9.3,16.2,0.0,80,2.7
2025.09.29,00:00,23.59,Olympia,1050,1083,2133,8.5,15.5,0.8,98,0.9
2025.09.30,00:00,23.59,Olympia,770,734,1504,7.5,13.1,5.2,100,0.2
2025.09.01,00:00,23.59,Hirsch,932,981,1913,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Hirsch,785,792,1577,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Hirsch,1250,1266,2516,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Hirsch,1097,1151,2248,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Hirsch,409,409,818,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Hirsch,585,578,1163,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Hirsch,701,668,1369,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Hirsch,1203,1186,2389,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Hirsch,961,983,1944,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Hirsch,701,710,1411,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Hirsch,985,1004,1989,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Hirsch,784,822,1606,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Hirsch,698,698,1396,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Hirsch,345,325,670,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Hirsch,1298,1318,2616,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Hirsch,1168,1232,2400,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Hirsch,1337,1422,2759,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Hirsch,1462,1459,2921,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Hirsch,1167,1223,2390,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Hirsch,822,853,1675,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Hirsch,918,950,1868,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Hirsch,814,883,1697,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Hirsch,956,997,1953,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Hirsch,590,614,1204,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Hirsch,904,930,1834,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Hirsch,806,834,1640,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Hirsch,525,527,1052,10.3,16.8,0.0,89,3.3
2025.09.28,00:00,23.59,Hirsch,511,490,1001,9.3,16.2,0.0,80,2.7
2025.09.29,00:00,23.59,Hirsch,1081,1119,2200,8.5,15.5,0.8,98,0.9
2025.09.30,00:00,23.59,Hirsch,739,812,1551,7.5,13.1,5.2,100,0.2
2025.09.01,00:00,23.59,Erhardt,2488,1710,4198,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Erhardt,1794,1198,2992,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Erhardt,3255,2452,5707,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Erhardt,3237,2225,5462,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Erhardt,867,769,1636,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Erhardt,1888,2684,4572,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Erhardt,1424,1913,3337,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Erhardt,2762,2093,4855,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Erhardt,2269,1577,3846,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Erhardt,1593,1312,2905,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Erhardt,2472,1855,4327,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Erhardt,2134,1721,3855,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Erhardt,2330,2261,4591,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Erhardt,1071,1096,2167,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Erhardt,3169,2512,5681,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Erhardt,2869,2088,4957,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Erhardt,3124,2204,5328,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Erhardt,3877,2767,6644,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Erhardt,3764,2978,6742,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Erhardt,3188,2797,5985,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Erhardt,2970,2986,5956,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Erhardt,1957,1420,3377,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Erhardt,2353,1605,3958,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Erhardt,1404,1092,2496,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Erhardt,2096,1591,3687,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Erhardt,1924,1679,3603,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Erhardt,1560,1534,3094,10.3,16.8,0.0,89,3.3
2025.09.28,00:00,23.59,Erhardt,1611,1581,3192,9.3,16.2,0.0,80,2.7
2025.09.29,00:00,23.59,Erhardt,2338,1848,4186,8.5,15.5,0.8,98,0.9
2025.09.30,00:00,23.59,Erhardt,1758,1302,3060,7.5,13.1,5.2,100,0.2
2025.10.01,00:00,23.59,Arnulf,1526,100,1626,4.9,13.9,0.0,50,7.9
2025.10.02,00:00,23.59,Arnulf,1377,92,1469,2.7,13.4,0.0,13,9.1
2025.10.03,00:00,23.59,Arnulf,917,87,1004,2.3,14.2,0.0,18,10.7
2025.10.04,00:00,23.59,Arnulf,771,68,839,5.8,22.7,4.4,89,3.5
2025.10.05,00:00,23.59,Arnulf,453,74,527,6.8,10.8,14.4,86,0.0
2025.10.06,00:00,23.59,Arnulf,732,68,800,6.9,9.7,9.4,98,0.0
2025.10.07,00:00,23.59,Arnulf,953,87,1040,6.8,14.6,0.0,86,0.6
2025.10.08,00:00,23.59,Arnulf,1296,101,1397,6.4,17.6,0.0,88,7.9
2025.10.09,00:00,23.59,Arnulf,1037,71,1108,9.6,13.7,0.9,89,0.0
2025.10.10,00:00,23.59,Arnulf,1015,82,1097,8.1,12.5,0.0,95,0.0
2025.10.11,00:00,23.59,Arnulf,846,73,919,9.0,16.2,0.0,89,3.7
2025.10.12,00:00,23.59,Arnulf,743,56,799,9.8,15.4,0.0,98,2.3
2025.10.13,00:00,23.59,Arnulf,1230,88,1318,5.7,12.6,0.0,79,0.7
2025.10.14,00:00,23.59,Arnulf,1346,112,1458,5.1,14.2,0.0,56,5.8
2025.10.15,00:00,23.59,Arnulf,1365,104,1469,3.5,15.5,0.0,59,5.5
2025.10.16,00:00,23.59,Arnulf,1254,98,1352,5.7,9.0,0.0,84,0.1
2025.10.17,00:00,23.59,Arnulf,1074,81,1155,7.1,12.1,0.0,94,0.0
2025.10.18,00:00,23.59,Arnulf,906,75,981,4.1,13.0,0.0,69,2.7
2025.10.19,00:00,23.59,Arnulf,781,68,849,2.6,14.2,0.0,100,5.2
2025.10.20,00:00,23.59,Arnulf,1311,73,1384,5.5,15.4,0.6,99,0.6
2025.10.21,00:00,23.59,Arnulf,1437,85,1522,8.7,18.4,0.3,91,7.8
2025.10.22,00:00,23.59,Arnulf,1139,68,1207,10.2,15.4,2.1,99,0.0
2025.10.23,00:00,23.59,Arnulf,1032,77,1109,8.6,15.8,5.3,99,0.0
2025.10.24,00:00,23.59,Arnulf,817,67,884,4.0,9.7,2.2,45,6.4
2025.10.25,00:00,23.59,Arnulf,495,40,535,6.5,12.3,4.3,78,1.6
2025.10.26,00:00,23.59,Arnulf,511,41,552,4.4,10.8,4.3,78,3.8
2025.10.27,00:00,23.59,Arnulf,628,55,683,5.0,7.7,5.4,85,0.3
2025.10.28,00:00,23.59,Arnulf,1137,85,1222,6.8,14.3,0.0,89,4.2
2025.10.29,00:00,23.59,Arnulf,1357,100,1457,6.0,16.5,0.3,54,8.5
2025.10.30,00:00,23.59,Arnulf,1302,90,1392,5.2,15.4,0.0,79,4.5
2025.10.31,00:00,23.59,Arnulf,1046,82,1128,3.7,13.2,0.0,81,4.1
2025.10.01,00:00,23.59,Kreuther,460,357,817,4.9,13.9,0.0,50,7.9
2025.10.02,00:00,23.59,Kreuther,400,351,751,2.7,13.4,0.0,13,9.1
2025.10.03,00:00,23.59,Kreuther,209,183,392,2.3,14.2,0.0,18,10.7
2025.10.04,00:00,23.59,Kreuther,212,196,408,5.8,22.7,4.4,89,3.5
2025.10.05,00:00,23.59,Kreuther,78,71,149,6.8,10.8,14.4,86,0.0
2025.10.06,00:00,23.59,Kreuther,219,170,389,6.9,9.7,9.4,98,0.0
2025.10.07,00:00,23.59,Kreuther,346,260,606,6.8,14.6,0.0,86,0.6
2025.10.08,00:00,23.59,Kreuther,444,339,783,6.4,17.6,0.0,88,7.9
2025.10.09,00:00,23.59,Kreuther,358,302,660,9.6,13.7,0.9,89,0.0
2025.10.10,00:00,23.59,Kreuther,381,312,693,8.1,12.5,0.0,95,0.0
2025.10.11,00:00,23.59,Kreuther,265,254,519,9.0,16.2,0.0,89,3.7
2025.10.12,00:00,23.59,Kreuther,231,239,470,9.8,15.4,0.0,98,2.3
2025.10.13,00:00,23.59,Kreuther,397,317,714,5.7,12.6,0.0,79,0.7
2025.10.14,00:00,23.59,Kreuther,471,376,847,5.1,14.2,0.0,56,5.8
2025.10.15,00:00,23.59,Kreuther,453,410,863,3.5,15.5,0.0,59,5.5
2025.10.16,00:00,23.59,Kreuther,369,280,649,5.7,9.0,0.0,84,0.1
2025.10.17,00:00,23.59,Kreuther,366,302,668,7.1,12.1,0.0,94,0.0
2025.10.18,00:00,23.59,Kreuther,248,223,471,4.1,13.0,0.0,69,2.7
2025.10.19,00:00,23.59,Kreuther,246,233,479,2.6,14.2,0.0,100,5.2
2025.10.20,00:00,23.59,Kreuther,453,370,823,5.5,15.4,0.6,99,0.6
2025.10.21,00:00,23.59,Kreuther,480,382,862,8.7,18.4,0.3,91,7.8
2025.10.22,00:00,23.59,Kreuther,325,260,585,10.2,15.4,2.1,99,0.0
2025.10.23,00:00,23.59,Kreuther,301,221,522,8.6,15.8,5.3,99,0.0
2025.10.24,00:00,23.59,Kreuther,236,164,400,4.0,9.7,2.2,45,6.4
2025.10.25,00:00,23.59,Kreuther,117,117,234,6.5,12.3,4.3,78,1.6
2025.10.26,00:00,23.59,Kreuther,99,97,196,4.4,10.8,4.3,78,3.8
2025.10.27,00:00,23.59,Kreuther,186,135,321,5.0,7.7,5.4,85,0.3
2025.10.28,00:00,23.59,Kreuther,369,284,653,6.8,14.3,0.0,89,4.2
2025.10.29,00:00,23.59,Kreuther,385,333,718,6.0,16.5,0.3,54,8.5
2025.10.30,00:00,23.59,Kreuther,353,257,610,5.2,15.4,0.0,79,4.5
2025.10.31,00:00,23.59,Kreuther,368,312,680,3.7,13.2,0.0,81,4.1
2025.10.01,00:00,23.59,Olympia,1256,1280,2536,4.9,13.9,0.0,50,7.9
2025.10.02,00:00,23.59,Olympia,1025,1018,2043,2.7,13.4,0.0,13,9.1
2025.10.03,00:00,23.59,Olympia,852,867,1719,2.3,14.2,0.0,18,10.7
2025.10.04,00:00,23.59,Olympia,580,550,1130,5.8,22.7,4.4,89,3.5
2025.10.05,00:00,23.59,Olympia,273,278,551,6.8,10.8,14.4,86,0.0
2025.10.06,00:00,23.59,Olympia,628,662,1290,6.9,9.7,9.4,98,0.0
2025.10.07,00:00,23.59,Olympia,918,939,1857,6.8,14.6,0.0,86,0.6
2025.10.08,00:00,23.59,Olympia,1183,1245,2428,6.4,17.6,0.0,88,7.9
2025.10.09,00:00,23.59,Olympia,934,970,1904,9.6,13.7,0.9,89,0.0
2025.10.10,00:00,23.59,Olympia,1241,1291,2532,8.1,12.5,0.0,95,0.0
2025.10.11,00:00,23.59,Olympia,1399,1299,2698,9.0,16.2,0.0,89,3.7
2025.10.12,00:00,23.59,Olympia,2985,2350,5335,9.8,15.4,0.0,98,2.3
2025.10.13,00:00,23.59,Olympia,1126,1167,2293,5.7,12.6,0.0,79,0.7
2025.10.14,00:00,23.59,Olympia,1671,1644,3315,5.1,14.2,0.0,56,5.8
2025.10.15,00:00,23.59,Olympia,1282,1348,2630,3.5,15.5,0.0,59,5.5
2025.10.16,00:00,23.59,Olympia,1242,1288,2530,5.7,9.0,0.0,84,0.1
2025.10.17,00:00,23.59,Olympia,1068,1085,2153,7.1,12.1,0.0,94,0.0
2025.10.18,00:00,23.59,Olympia,869,564,1433,4.1,13.0,0.0,69,2.7
2025.10.19,00:00,23.59,Olympia,1409,1099,2508,2.6,14.2,0.0,100,5.2
2025.10.20,00:00,23.59,Olympia,1226,1234,2460,5.5,15.4,0.6,99,0.6
2025.10.21,00:00,23.59,Olympia,1486,1530,3016,8.7,18.4,0.3,91,7.8
2025.10.22,00:00,23.59,Olympia,1015,1070,2085,10.2,15.4,2.1,99,0.0
2025.10.23,00:00,23.59,Olympia,921,944,1865,8.6,15.8,5.3,99,0.0
2025.10.24,00:00,23.59,Olympia,888,912,1800,4.0,9.7,2.2,45,6.4
2025.10.25,00:00,23.59,Olympia,654,605,1259,6.5,12.3,4.3,78,1.6
2025.10.26,00:00,23.59,Olympia,787,769,1556,4.4,10.8,4.3,78,3.8
2025.10.27,00:00,23.59,Olympia,604,621,1225,5.0,7.7,5.4,85,0.3
2025.10.28,00:00,23.59,Olympia,1155,1150,2305,6.8,14.3,0.0,89,4.2
2025.10.29,00:00,23.59,Olympia,1575,1636,3211,6.0,16.5,0.3,54,8.5
2025.10.30,00:00,23.59,Olympia,1402,1376,2778,5.2,15.4,0.0,79,4.5
2025.10.31,00:00,23.59,Olympia,1115,1072,2187,3.7,13.2,0.0,81,4.1
2025.10.01,00:00,23.59,Hirsch,1061,1081,2142,4.9,13.9,0.0,50,7.9
2025.10.02,00:00,23.59,Hirsch,942,950,1892,2.7,13.4,0.0,13,9.1
2025.10.03,00:00,23.59,Hirsch,480,484,964,2.3,14.2,0.0,18,10.7
2025.10.04,00:00,23.59,Hirsch,332,342,674,5.8,22.7,4.4,89,3.5
2025.10.05,00:00,23.59,Hirsch,212,205,417,6.8,10.8,14.4,86,0.0
2025.10.06,00:00,23.59,Hirsch,569,587,1156,6.9,9.7,9.4,98,0.0
2025.10.07,00:00,23.59,Hirsch,806,882,1688,6.8,14.6,0.0,86,0.6
2025.10.08,00:00,23.59,Hirsch,1089,1111,2200,6.4,17.6,0.0,88,7.9
2025.10.09,00:00,23.59,Hirsch,931,924,1855,9.6,13.7,0.9,89,0.0
2025.10.10,00:00,23.59,Hirsch,802,757,1559,8.1,12.5,0.0,95,0.0
2025.10.11,00:00,23.59,Hirsch,513,543,1056,9.0,16.2,0.0,89,3.7
2025.10.12,00:00,23.59,Hirsch,492,466,958,9.8,15.4,0.0,98,2.3
2025.10.13,00:00,23.59,Hirsch,1062,1084,2146,5.7,12.6,0.0,79,0.7
2025.10.14,00:00,23.59,Hirsch,1195,1155,2350,5.1,14.2,0.0,56,5.8
2025.10.15,00:00,23.59,Hirsch,1139,1206,2345,3.5,15.5,0.0,59,5.5
2025.10.16,00:00,23.59,Hirsch,1055,1072,2127,5.7,9.0,0.0,84,0.1
2025.10.17,00:00,23.59,Hirsch,829,863,1692,7.1,12.1,0.0,94,0.0
2025.10.18,00:00,23.59,Hirsch,482,445,927,4.1,13.0,0.0,69,2.7
2025.10.19,00:00,23.59,Hirsch,491,432,923,2.6,14.2,0.0,100,5.2
2025.10.20,00:00,23.59,Hirsch,1095,1103,2198,5.5,15.4,0.6,99,0.6
2025.10.21,00:00,23.59,Hirsch,1189,1250,2439,8.7,18.4,0.3,91,7.8
2025.10.22,00:00,23.59,Hirsch,820,864,1684,10.2,15.4,2.1,99,0.0
2025.10.23,00:00,23.59,Hirsch,810,805,1615,8.6,15.8,5.3,99,0.0
2025.10.24,00:00,23.59,Hirsch,613,635,1248,4.0,9.7,2.2,45,6.4
2025.10.25,00:00,23.59,Hirsch,237,242,479,6.5,12.3,4.3,78,1.6
2025.10.26,00:00,23.59,Hirsch,282,277,559,4.4,10.8,4.3,78,3.8
2025.10.27,00:00,23.59,Hirsch,473,552,1025,5.0,7.7,5.4,85,0.3
2025.10.28,00:00,23.59,Hirsch,1015,1078,2093,6.8,14.3,0.0,89,4.2
2025.10.29,00:00,23.59,Hirsch,1131,1199,2330,6.0,16.5,0.3,54,8.5
2025.10.30,00:00,23.59,Hirsch,1068,1112,2180,5.2,15.4,0.0,79,4.5
2025.10.31,00:00,23.59,Hirsch,836,855,1691,3.7,13.2,0.0,81,4.1
2025.10.01,00:00,23.59,Erhardt,2539,1931,4470,4.9,13.9,0.0,50,7.9
2025.10.02,00:00,23.59,Erhardt,2204,1706,3910,2.7,13.4,0.0,13,9.1
2025.10.03,00:00,23.59,Erhardt,1593,1371,2964,2.3,14.2,0.0,18,10.7
2025.10.04,00:00,23.59,Erhardt,1154,1041,2195,5.8,22.7,4.4,89,3.5
2025.10.05,00:00,23.59,Erhardt,529,535,1064,6.8,10.8,14.4,86,0.0
2025.10.06,00:00,23.59,Erhardt,1291,984,2275,6.9,9.7,9.4,98,0.0
2025.10.07,00:00,23.59,Erhardt,1861,1482,3343,6.8,14.6,0.0,86,0.6
2025.10.08,00:00,23.59,Erhardt,2503,1826,4329,6.4,17.6,0.0,88,7.9
2025.10.09,00:00,23.59,Erhardt,2088,1540,3628,9.6,13.7,0.9,89,0.0
2025.10.10,00:00,23.59,Erhardt,1912,1594,3506,8.1,12.5,0.0,95,0.0
2025.10.11,00:00,23.59,Erhardt,1840,1593,3433,9.0,16.2,0.0,89,3.7
2025.10.12,00:00,23.59,Erhardt,1706,1697,3403,9.8,15.4,0.0,98,2.3
2025.10.13,00:00,23.59,Erhardt,2320,1706,4026,5.7,12.6,0.0,79,0.7
2025.10.14,00:00,23.59,Erhardt,2742,1980,4722,5.1,14.2,0.0,56,5.8
2025.10.15,00:00,23.59,Erhardt,2713,1921,4634,3.5,15.5,0.0,59,5.5
2025.10.16,00:00,23.59,Erhardt,2414,1831,4245,5.7,9.0,0.0,84,0.1
2025.10.17,00:00,23.59,Erhardt,2086,1629,3715,7.1,12.1,0.0,94,0.0
2025.10.18,00:00,23.59,Erhardt,1754,1629,3383,4.1,13.0,0.0,69,2.7
2025.10.19,00:00,23.59,Erhardt,1715,1549,3264,2.6,14.2,0.0,100,5.2
2025.10.20,00:00,23.59,Erhardt,2501,1909,4410,5.5,15.4,0.6,99,0.6
2025.10.21,00:00,23.59,Erhardt,2904,2097,5001,8.7,18.4,0.3,91,7.8
2025.10.22,00:00,23.59,Erhardt,2084,1524,3608,10.2,15.4,2.1,99,0.0
2025.10.23,00:00,23.59,Erhardt,1736,1448,3184,8.6,15.8,5.3,99,0.0
2025.10.24,00:00,23.59,Erhardt,1647,1231,2878,4.0,9.7,2.2,45,6.4
2025.10.25,00:00,23.59,Erhardt,856,835,1691,6.5,12.3,4.3,78,1.6
2025.10.26,00:00,23.59,Erhardt,1118,1034,2152,4.4,10.8,4.3,78,3.8
2025.10.27,00:00,23.59,Erhardt,1161,853,2014,5.0,7.7,5.4,85,0.3
2025.10.28,00:00,23.59,Erhardt,2348,1626,3974,6.8,14.3,0.0,89,4.2
2025.10.29,00:00,23.59,Erhardt,2804,1991,4795,6.0,16.5,0.3,54,8.5
2025.10.30,00:00,23.59,Erhardt,2361,1790,4151,5.2,15.4,0.0,79,4.5
2025.10.31,00:00,23.59,Erhardt,2085,1601,3686,3.7,13.2,0.0,81,4.1
2025.11.01,00:00,23.59,Arnulf,836,71,907,6.7,17.9,2.4,85,6.8
2025.11.02,00:00,23.59,Arnulf,274,26,300,8.1,14.6,17.2,95,0.0
2025.11.03,00:00,23.59,Arnulf,1060,104,1164,5.5,12.5,0.0,54,3.9
2025.11.04,00:00,23.59,Arnulf,1257,114,1371,2.1,14.8,0.0,54,9.6
2025.11.05,00:00,23.59,Arnulf,1339,99,1438,1.5,15.1,0.0,78,9.1
2025.11.06,00:00,23.59,Arnulf,1057,94,1151,-0.9,5.3,0.0,74,1.9
2025.11.07,00:00,23.59,Arnulf,927,81,1008,0.9,3.9,0.0,100,0.0
2025.11.08,00:00,23.59,Arnulf,635,48,683,1.0,6.1,0.8,100,0.0
2025.11.09,00:00,23.59,Arnulf,400,48,448,6.0,10.4,4.2,99,0.0
2025.11.10,00:00,23.59,Arnulf,1088,101,1189,3.9,11.9,0.0,73,3.5
2025.11.11,00:00,23.59,Arnulf,1261,98,1359,4.5,14.2,0.0,86,5.7
2025.11.12,00:00,23.59,Arnulf,1275,101,1376,1.8,14.2,0.0,78,8.0
2025.11.13,00:00,23.59,Arnulf,1340,88,1428,3.5,18.4,0.0,95,7.9
2025.11.14,00:00,23.59,Arnulf,1240,87,1327,4.0,19.7,0.0,68,4.5
2025.11.15,00:00,23.59,Arnulf,900,53,953,5.5,14.6,0.2,95,5.1
2025.11.16,00:00,23.59,Arnulf,673,46,719,6.5,14.2,0.3,94,3.1
2025.11.17,00:00,23.59,Arnulf,780,55,835,0.3,8.2,2.1,96,0.5
2025.11.18,00:00,23.59,Arnulf,1002,78,1080,-1.6,4.4,0.0,64,4.9
2025.11.19,00:00,23.59,Arnulf,995,85,1080,-1.4,4.2,0.2,66,5.7
2025.11.20,00:00,23.59,Arnulf,860,62,922,-0.3,3.9,0.0,96,0.1
2025.11.21,00:00,23.59,Arnulf,670,64,734,-1.9,0.7,0.4,94,0.0
2025.11.22,00:00,23.59,Arnulf,337,33,370,-7.1,-0.9,0.0,46,1.9
2025.11.23,00:00,23.59,Arnulf,311,34,345,-8.0,1.2,6.8,46,7.1
2025.11.24,00:00,23.59,Arnulf,459,46,505,0.1,5.0,22.1,96,0.0
2025.11.25,00:00,23.59,Arnulf,785,70,855,2.0,5.0,2.6,98,0.0
2025.11.26,00:00,23.59,Arnulf,776,73,849,0.3,2.2,2.2,98,0.0
2025.11.27,00:00,23.59,Arnulf,882,78,960,-2.1,3.6,0.0,79,1.7
2025.11.28,00:00,23.59,Arnulf,754,74,828,-3.4,5.4,0.2,51,8.3
2025.11.29,00:00,23.59,Arnulf,501,34,535,1.5,7.4,0.6,91,0.0
2025.11.30,00:00,23.59,Arnulf,408,40,448,-0.9,8.8,2.8,99,2.9
2025.11.01,00:00,23.59,Kreuther,207,233,440,6.7,17.9,2.4,85,6.8
2025.11.02,00:00,23.59,Kreuther,41,42,83,8.1,14.6,17.2,95,0.0
2025.11.03,00:00,23.59,Kreuther,317,215,532,5.5,12.5,0.0,54,3.9
2025.11.04,00:00,23.59,Kreuther,371,305,676,2.1,14.8,0.0,54,9.6
2025.11.05,00:00,23.59,Kreuther,340,306,646,1.5,15.1,0.0,78,9.1
2025.11.06,00:00,23.59,Kreuther,265,201,466,-0.9,5.3,0.0,74,1.9
2025.11.07,00:00,23.59,Kreuther,209,190,399,0.9,3.9,0.0,100,0.0
2025.11.08,00:00,23.59,Kreuther,167,128,295,1.0,6.1,0.8,100,0.0
2025.11.09,00:00,23.59,Kreuther,94,80,174,6.0,10.4,4.2,99,0.0
2025.11.10,00:00,23.59,Kreuther,366,283,649,3.9,11.9,0.0,73,3.5
2025.11.11,00:00,23.59,Kreuther,407,311,718,4.5,14.2,0.0,86,5.7
2025.11.12,00:00,23.59,Kreuther,452,324,776,1.8,14.2,0.0,78,8.0
2025.11.13,00:00,23.59,Kreuther,421,312,733,3.5,18.4,0.0,95,7.9
2025.11.14,00:00,23.59,Kreuther,386,314,700,4.0,19.7,0.0,68,4.5
2025.11.15,00:00,23.59,Kreuther,243,216,459,5.5,14.6,0.2,95,5.1
2025.11.16,00:00,23.59,Kreuther,197,201,398,6.5,14.2,0.3,94,3.1
2025.11.17,00:00,23.59,Kreuther,244,172,416,0.3,8.2,2.1,96,0.5
2025.11.18,00:00,23.59,Kreuther,361,276,637,-1.6,4.4,0.0,64,4.9
2025.11.19,00:00,23.59,Kreuther,290,221,511,-1.4,4.2,0.2,66,5.7
2025.11.20,00:00,23.59,Kreuther,271,217,488,-0.3,3.9,0.0,96,0.1
2025.11.21,00:00,23.59,Kreuther,201,152,353,-1.9,0.7,0.4,94,0.0
2025.11.22,00:00,23.59,Kreuther,88,82,170,-7.1,-0.9,0.0,46,1.9
2025.11.23,00:00,23.59,Kreuther,94,85,179,-8.0,1.2,6.8,46,7.1
2025.11.24,00:00,23.59,Kreuther,152,103,255,0.1,5.0,22.1,96,0.0
2025.11.25,00:00,23.59,Kreuther,236,180,416,2.0,5.0,2.6,98,0.0
2025.11.26,00:00,23.59,Kreuther,201,158,359,0.3,2.2,2.2,98,0.0
2025.11.27,00:00,23.59,Kreuther,283,208,491,-2.1,3.6,0.0,79,1.7
2025.11.28,00:00,23.59,Kreuther,228,186,414,-3.4,5.4,0.2,51,8.3
2025.11.29,00:00,23.59,Kreuther,99,90,189,1.5,7.4,0.6,91,0.0
2025.11.30,00:00,23.59,Kreuther,94,91,185,-0.9,8.8,2.8,99,2.9
2025.11.01,00:00,23.59,Olympia,854,823,1677,6.7,17.9,2.4,85,6.8
2025.11.02,00:00,23.59,Olympia,223,207,430,8.1,14.6,17.2,95,0.0
2025.11.03,00:00,23.59,Olympia,1083,1075,2158,5.5,12.5,0.0,54,3.9
2025.11.04,00:00,23.59,Olympia,1251,1305,2556,2.1,14.8,0.0,54,9.6
2025.11.05,00:00,23.59,Olympia,1186,1257,2443,1.5,15.1,0.0,78,9.1
2025.11.06,00:00,23.59,Olympia,1036,1084,2120,-0.9,5.3,0.0,74,1.9
2025.11.07,00:00,23.59,Olympia,735,738,1473,0.9,3.9,0.0,100,0.0
2025.11.08,00:00,23.59,Olympia,539,511,1050,1.0,6.1,0.8,100,0.0
2025.11.09,00:00,23.59,Olympia,451,434,885,6.0,10.4,4.2,99,0.0
2025.11.10,00:00,23.59,Olympia,1131,1154,2285,3.9,11.9,0.0,73,3.5
2025.11.11,00:00,23.59,Olympia,1278,1316,2594,4.5,14.2,0.0,86,5.7
2025.11.12,00:00,23.59,Olympia,1363,1375,2738,1.8,14.2,0.0,78,8.0
2025.11.13,00:00,23.59,Olympia,1378,1363,2741,3.5,18.4,0.0,95,7.9
2025.11.14,00:00,23.59,Olympia,1276,1338,2614,4.0,19.7,0.0,68,4.5
2025.11.15,00:00,23.59,Olympia,848,848,1696,5.5,14.6,0.2,95,5.1
2025.11.16,00:00,23.59,Olympia,808,791,1599,6.5,14.2,0.3,94,3.1
2025.11.17,00:00,23.59,Olympia,728,764,1492,0.3,8.2,2.1,96,0.5
2025.11.18,00:00,23.59,Olympia,1068,1097,2165,-1.6,4.4,0.0,64,4.9
2025.11.19,00:00,23.59,Olympia,998,1024,2022,-1.4,4.2,0.2,66,5.7
2025.11.20,00:00,23.59,Olympia,920,954,1874,-0.3,3.9,0.0,96,0.1
2025.11.21,00:00,23.59,Olympia,734,726,1460,-1.9,0.7,0.4,94,0.0
2025.11.22,00:00,23.59,Olympia,384,378,762,-7.1,-0.9,0.0,46,1.9
