_id,datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
1506,2014-02-15,Margareten,00:00,23:59,907,970,1877,-0.4,16.8,1,86,4.8,NA
1507,2014-02-16,Margareten,00:00,23:59,319,304,623,3.1,6.8,0.3,99,0,NA
1508,2014-02-17,Margareten,00:00,23:59,956,1026,1982,-2.1,8.7,0,70,5,NA
1509,2014-02-18,Margareten,00:00,23:59,1098,1137,2235,-3.4,7.7,0.3,81,4.2,NA
1510,2014-02-19,Margareten,00:00,23:59,754,808,1562,-0.7,8.2,0.1,98,0,NA
1511,2014-02-20,Margareten,00:00,23:59,1094,1178,2272,-3.1,10.5,0.2,51,5.5,NA
1512,2014-02-21,Margareten,00:00,23:59,622,639,1261,-4.7,8,2.6,88,0,NA
1513,2014-02-22,Margareten,00:00,23:59,603,630,1233,-1.2,8.8,0,69,4.2,NA
1514,2014-02-23,Margareten,00:00,23:59,625,588,1213,-0.4,9.2,0,45,5.7,NA
1515,2014-02-24,Margareten,00:00,23:59,1170,1289,2459,-3.5,11.6,0,6,10.4,NA
1516,2014-02-25,Margareten,00:00,23:59,1260,1352,2612,-6.2,12.4,0,31,9.2,NA
1517,2014-02-26,Margareten,00:00,23:59,1190,1228,2418,-4,11.8,0,76,7.5,NA
1518,2014-02-27,Margareten,00:00,23:59,1037,1120,2157,-1.4,8.5,1.1,78,4.7,NA
1519,2014-02-28,Margareten,00:00,23:59,1110,1143,2253,-2.6,11,0,61,8.7,NA
1520,2014-03-01,Margareten,00:00,23:59,608,637,1245,-5.6,6.6,0,63,3.7,NA
1521,2014-03-02,Margareten,00:00,23:59,296,281,577,-2.2,7.2,0,85,0,NA
1522,2014-03-03,Margareten,00:00,23:59,949,1005,1954,-1.6,9.8,0,84,4,NA
1523,2014-03-04,Margareten,00:00,23:59,725,749,1474,0,7.9,0,91,1.4,NA
1524,2014-03-05,Margareten,00:00,23:59,765,769,1534,1,10,1.6,89,1.9,NA
1525,2014-03-06,Margareten,00:00,23:59,984,1024,2008,-3.7,10.1,0,43,5,NA
1526,2014-03-07,Margareten,00:00,23:59,943,1030,1973,-4.4,11.4,0,24,9.7,NA
1527,2014-03-08,Margareten,00:00,23:59,960,977,1937,-2.3,13.3,0,25,9.9,NA
1528,2014-03-09,Margareten,00:00,23:59,1030,961,1991,-4,14.8,0,5,10.9,NA
1529,2014-03-10,Margareten,00:00,23:59,1434,1582,3016,-2.3,13.6,0,15,10.9,NA
1530,2014-03-11,Margareten,00:00,23:59,1364,1483,2847,-5,13.6,0,40,10.2,NA
1531,2014-03-12,Margareten,00:00,23:59,1425,1465,2890,-4.2,16.2,0,0,11,NA
1532,2014-03-13,Margareten,00:00,23:59,1537,1617,3154,-4,16.6,0,0,11.2,NA
1533,2014-03-14,Margareten,00:00,23:59,1489,1571,3060,-3.1,17.5,0,0,10.7,NA
1534,2014-03-15,Margareten,00:00,23:59,529,568,1097,2.6,12.8,0.7,79,0.8,NA
1535,2014-03-16,Margareten,00:00,23:59,369,388,757,5.5,12.7,0.1,95,0,NA
1536,2014-03-17,Margareten,00:00,23:59,1527,1628,3155,1.2,18,0,43,10.5,NA
1537,2014-03-18,Margareten,00:00,23:59,1699,1744,3443,-1.1,19.1,0,69,9.1,NA
1538,2014-03-19,Margareten,00:00,23:59,1180,1213,2393,0.1,13.5,0.1,80,1.9,NA
1539,2014-03-20,Margareten,00:00,23:59,1835,1809,3644,-2.8,19.5,0,39,11.4,NA
1540,2014-03-21,Margareten,00:00,23:59,1811,1796,3607,-1.6,21.7,0,56,10.7,NA
1541,2014-03-22,Margareten,00:00,23:59,966,953,1919,2,18.4,8.5,90,4.6,NA
1542,2014-03-23,Margareten,00:00,23:59,167,180,347,2.4,5.6,7.8,100,0,NA
1543,2014-03-24,Margareten,00:00,23:59,829,969,1798,1.9,7.5,0.7,94,2.3,NA
1544,2014-03-25,Margareten,00:00,23:59,961,1073,2034,-3.4,7.8,0,70,3.4,NA
1545,2014-03-26,Margareten,00:00,23:59,1115,1236,2351,-4,10.2,0,56,8.3,NA
1546,2014-03-27,Margareten,00:00,23:59,1469,1565,3034,-2.3,14.1,0,28,11.9,NA
1547,2014-03-28,Margareten,00:00,23:59,1431,1547,2978,-1.4,15.4,0,19,11.3,NA
1548,2014-03-29,Margareten,00:00,23:59,1387,1475,2862,-0.6,17.3,0,11,11.9,NA
1549,2014-03-30,Margareten,00:00,23:59,1358,1215,2573,-2.6,19.7,0,40,10.8,NA
1550,2014-03-31,Margareten,00:00,23:59,1647,1791,3438,-0.8,18.2,0,85,3.6,NA
1551,2014-04-01,Margareten,00:00,23:59,1832,1958,3790,1,18.2,0,86,8.9,NA
1552,2014-04-02,Margareten,00:00,23:59,1944,2106,4050,0.8,21.2,0,54,10.4,NA
1553,2014-04-03,Margareten,00:00,23:59,1879,2036,3915,2,21.3,0,84,6.3,NA
1554,2014-04-04,Margareten,00:00,23:59,1734,1741,3475,5.9,17.6,0,90,2.6,NA
1555,2014-04-05,Margareten,00:00,23:59,1163,1221,2384,3.8,15.8,0,89,0.4,NA
1556,2014-04-06,Margareten,00:00,23:59,786,761,1547,4.6,16.6,5.3,75,1.1,NA
1557,2014-04-07,Margareten,00:00,23:59,2119,2186,4305,4.6,20.2,0.5,66,10.2,NA
1558,2014-04-08,Margareten,00:00,23:59,1107,1226,2333,6,16.2,1.9,90,0.2,NA
1559,2014-04-09,Margareten,00:00,23:59,1581,1618,3199,4,13,0.4,70,7.3,NA
1560,2014-04-10,Margareten,00:00,23:59,1135,1151,2286,6.7,10.9,0,99,0,NA
1561,2014-04-11,Margareten,00:00,23:59,1623,1744,3367,1.7,13.6,0,73,3.4,NA
1562,2014-04-12,Margareten,00:00,23:59,1284,1257,2541,-0.3,17.1,0,73,8.5,NA
1563,2014-04-13,Margareten,00:00,23:59,989,868,1857,3.9,16.8,0,64,5.8,NA
1564,2014-04-14,Margareten,00:00,23:59,1248,1259,2507,4.6,12.5,0.8,74,3.3,NA
1565,2014-04-15,Margareten,00:00,23:59,1085,1138,2223,2.2,6.1,0,88,0.5,NA
1566,2014-04-16,Margareten,00:00,23:59,1199,1199,2398,-1.8,10.2,0,66,2.8,NA
1567,2014-04-17,Margareten,00:00,23:59,1341,1388,2729,-5.3,11.8,0,29,12.3,NA
1568,2014-04-18,Margareten,00:00,23:59,269,261,530,-3.7,9.9,6.8,89,0.1,NA
1569,2014-04-19,Margareten,00:00,23:59,547,568,1115,3.7,15.5,0,80,4.6,NA
1570,2014-04-20,Margareten,00:00,23:59,500,482,982,3.6,15.9,0,49,9.1,NA
1571,2014-04-21,Margareten,00:00,23:59,634,604,1238,2.4,17.2,10.8,85,3.7,NA
1572,2014-04-22,Margareten,00:00,23:59,1234,1164,2398,5.8,18.8,0,74,5.7,NA
1573,2014-04-23,Margareten,00:00,23:59,1773,1736,3509,3.1,20.4,0,15,12.8,NA
1574,2014-04-24,Margareten,00:00,23:59,1914,1856,3770,3.2,20.5,0,19,12.3,NA
1575,2014-04-25,Margareten,00:00,23:59,2001,1962,3963,5.4,21,0,33,12.7,NA
1576,2014-04-26,Margareten,00:00,23:59,1523,1471,2994,7.7,19.1,2.3,71,6.1,NA
1577,2014-04-27,Margareten,00:00,23:59,324,309,633,8.2,12.3,3.6,99,0,NA
1578,2014-04-28,Margareten,00:00,23:59,1272,1295,2567,6.7,14,0,91,1.7,NA
1579,2014-04-29,Margareten,00:00,23:59,1434,1370,2804,4.8,15.9,0,79,1.8,NA
1580,2014-04-30,Margareten,00:00,23:59,1772,1732,3504,3.1,19.2,0,63,9.2,NA
1581,2014-05-01,Margareten,00:00,23:59,1372,1268,2640,10,18.8,15.9,74,5.9,NA
1582,2014-05-02,Margareten,00:00,23:59,1063,1087,2150,8.1,16.8,0.2,93,1.4,NA
1583,2014-05-03,Margareten,00:00,23:59,494,508,1002,5.2,8.1,0,100,0,NA
1584,2014-05-04,Margareten,00:00,23:59,925,836,1761,1,12.8,0,66,7.3,NA
1585,2014-05-05,Margareten,00:00,23:59,2076,1924,4000,-0.7,16.9,0,54,13,NA
1586,2014-05-06,Margareten,00:00,23:59,2274,2172,4446,1.1,22.7,0,85,9,NA
1587,2014-05-07,Margareten,00:00,23:59,882,816,1698,0,0,0,90,0,NA
1588,2014-05-08,Margareten,00:00,23:59,2007,1918,3925,8,19.5,2.7,84,7.8,NA
1589,2014-05-09,Margareten,00:00,23:59,1396,1345,2741,11.4,20.1,3.8,85,3,NA
1590,2014-05-10,Margareten,00:00,23:59,1509,1372,2881,10.3,20.3,2.3,85,6,NA
1591,2014-05-11,Margareten,00:00,23:59,675,605,1280,7.4,17.3,0,78,4.2,NA
1592,2014-05-12,Margareten,00:00,23:59,1518,1481,2999,7,13.5,1.8,76,7.3,NA
1593,2014-05-13,Margareten,00:00,23:59,1280,1271,2551,5.8,13.5,10.4,88,4.9,NA
1594,2014-05-14,Margareten,00:00,23:59,1234,1161,2395,5.7,12.9,0,75,5.7,NA
1595,2014-05-15,Margareten,00:00,23:59,1407,1328,2735,2.5,13.1,0.4,86,2,NA
1596,2014-05-16,Margareten,00:00,23:59,1402,1335,2737,7.2,13.1,7.4,91,1.2,NA
1597,2014-05-17,Margareten,00:00,23:59,721,702,1423,7.8,14.9,1.2,98,2.2,NA
1598,2014-05-18,Margareten,00:00,23:59,1157,1046,2203,5.4,17.6,0,65,4.4,NA
1599,2014-05-19,Margareten,00:00,23:59,2253,2115,4368,4.4,23,0,48,7.6,NA
1600,2014-05-20,Margareten,00:00,23:59,2674,2472,5146,5.5,24.6,0,35,12.9,NA
1601,2014-05-21,Margareten,00:00,23:59,2696,2427,5123,6.8,26.2,0,60,13.3,NA
1602,2014-05-22,Margareten,00:00,23:59,2618,2316,4934,10.1,28.8,0,41,12.8,NA
1603,2014-05-23,Margareten,00:00,23:59,1886,1656,3542,9.3,16.8,3.8,73,2.6,NA
1604,2014-05-24,Margareten,00:00,23:59,1472,1317,2789,7.1,19.9,0,31,10,NA
1605,2014-05-25,Margareten,00:00,23:59,1812,1563,3375,6,23.9,0.5,60,9.7,NA
1606,2014-05-26,Margareten,00:00,23:59,1707,1585,3292,13.2,23.5,32.1,90,4.7,NA
1607,2014-05-27,Margareten,00:00,23:59,1141,1093,2234,12,17,10,91,0.3,NA
1608,2014-05-28,Margareten,00:00,23:59,1476,1349,2825,10.6,15.4,0.8,98,0.2,NA
1609,2014-05-29,Margareten,00:00,23:59,693,624,1317,8.2,15.5,7.8,98,1.7,NA
1610,2014-05-30,Margareten,00:00,23:59,1176,1108,2284,2.8,12.1,0,71,0.9,NA
1611,2014-05-31,Margareten,00:00,23:59,1437,1283,2720,0.8,18.3,0,38,8.4,NA
1612,2014-06-01,Margareten,00:00,23:59,1274,1047,2321,5.1,19.7,0,54,8.9,NA
1613,2014-06-02,Margareten,00:00,23:59,1969,1784,3753,3.9,20,0,51,8,NA
1614,2014-06-03,Margareten,00:00,23:59,2262,1935,4197,6.1,20.6,0.3,36,8.8,NA
1615,2014-06-04,Margareten,00:00,23:59,1956,1734,3690,5.3,22.1,3,65,9.3,NA
1616,2014-06-05,Margareten,00:00,23:59,2152,1832,3984,8.4,24,0,63,7.9,NA
1617,2014-06-06,Margareten,00:00,23:59,2435,2195,4630,5.7,25.7,0,25,14.3,NA
1618,2014-06-07,Margareten,00:00,23:59,1874,1584,3458,8.5,28.5,0,31,14.1,NA
1619,2014-06-08,Margareten,00:00,23:59,1571,1280,2851,10.6,30.1,0,4,14.7,NA
1620,2014-06-09,Margareten,00:00,23:59,1418,1135,2553,11.1,31.3,0,4,14,NA
1621,2014-06-10,Margareten,00:00,23:59,2170,1877,4047,12.2,32.5,0,31,13.4,NA
1622,2014-06-11,Margareten,00:00,23:59,1986,1700,3686,17.2,30,0,61,11.2,NA
1623,2014-06-12,Margareten,00:00,23:59,2088,1747,3835,15,27.7,0,60,13.3,NA
1624,2014-06-13,Margareten,00:00,23:59,1918,1663,3581,13.2,25.2,0,64,8.7,NA
1625,2014-06-14,Margareten,00:00,23:59,1397,1154,2551,10.5,21.6,0,70,6.9,NA
1626,2014-06-15,Margareten,00:00,23:59,1495,1238,2733,8.2,21,0,48,11,NA
1627,2014-06-16,Margareten,00:00,23:59,2066,1787,3853,9.7,21.8,0,41,0,NA
1628,2014-06-17,Margareten,00:00,23:59,1945,1637,3582,9.8,21.5,0,86,4.6,NA
1629,2014-06-18,Margareten,00:00,23:59,2047,1827,3874,9.1,23.8,0,34,13.9,NA
1630,2014-06-19,Margareten,00:00,23:59,1533,1235,2768,8,24.4,1.7,50,13.7,NA
1631,2014-06-20,Margareten,00:00,23:59,854,835,1689,6.5,18.1,0.7,79,3.8,NA
1632,2014-06-21,Margareten,00:00,23:59,1436,1244,2680,6.3,20.9,0,51,10.4,NA
1633,2014-06-22,Margareten,00:00,23:59,1579,1290,2869,6,25.1,0,38,14.8,NA
1634,2014-06-23,Margareten,00:00,23:59,2394,2076,4470,7.5,25.4,3.8,51,11.7,NA
1635,2014-06-24,Margareten,00:00,23:59,894,843,1737,12.6,21.9,0.8,65,7.3,NA
1636,2014-06-25,Margareten,00:00,23:59,1940,1726,3666,8.6,19.2,12,66,4,NA
1637,2014-06-26,Margareten,00:00,23:59,1866,1812,3678,4.4,21.9,0,24,14,NA
1638,2014-06-27,Margareten,00:00,23:59,1152,1321,2473,7.1,25.9,0,68,11.7,NA
1639,2014-06-28,Margareten,00:00,23:59,1575,1314,2889,15,28,8.5,85,8.8,NA
1640,2014-06-29,Margareten,00:00,23:59,212,165,377,11.6,16.8,12.9,100,0,NA
1641,2014-06-30,Margareten,00:00,23:59,1237,1243,2480,9.2,17.9,5.9,81,3.5,NA
1642,2014-07-01,Margareten,00:00,23:59,1242,1206,2448,7.6,21.7,0,56,9.1,NA
1643,2014-07-02,Margareten,00:00,23:59,1230,1166,2396,9.4,17.8,3.8,75,0.7,NA
1644,2014-07-03,Margareten,00:00,23:59,2418,2055,4473,7.8,25.2,0,40,14.9,NA
1645,2014-07-04,Margareten,00:00,23:59,2044,1935,3979,7.6,27.7,0,64,11,NA
1646,2014-07-05,Margareten,00:00,23:59,1325,1091,2416,15.3,24.7,5.6,85,3.5,NA
1647,2014-07-06,Margareten,00:00,23:59,1572,1192,2764,13,28.8,6.8,48,14.4,NA
1648,2014-07-07,Margareten,00:00,23:59,1742,1485,3227,15,25.3,0.4,85,0,NA
1649,2014-07-08,Margareten,00:00,23:59,1018,981,1999,12.7,20.4,16.9,95,0,NA
1650,2014-07-09,Margareten,00:00,23:59,705,637,1342,11.1,14.9,1.2,96,0,NA
1651,2014-07-10,Margareten,00:00,23:59,1333,1158,2491,10.6,16,5.6,100,0,NA
1652,2014-07-11,Margareten,00:00,23:59,1128,1111,2239,12.3,21.2,0,85,2.9,NA
1653,2014-07-12,Margareten,00:00,23:59,622,517,1139,14.1,21.6,8.7,90,2.8,NA
1654,2014-07-13,Margareten,00:00,23:59,862,773,1635,14.1,23.5,0.1,85,7.1,NA
1655,2014-07-14,Margareten,00:00,23:59,1866,1575,3441,12.5,23.8,0,74,9.3,NA
1656,2014-07-15,Margareten,00:00,23:59,2331,1860,4191,12.9,25.4,0,59,12.6,NA
1657,2014-07-16,Margareten,00:00,23:59,2435,2055,4490,12.5,27.6,0,48,11.9,NA
1658,2014-07-17,Margareten,00:00,23:59,2545,2104,4649,14,27.9,0,39,9.7,NA
1659,2014-07-18,Margareten,00:00,23:59,2295,2076,4371,12,29.3,0,13,14.3,NA
1660,2014-07-19,Margareten,00:00,23:59,1781,1433,3214,11.2,31.3,0,25,14.1,NA
1661,2014-07-20,Margareten,00:00,23:59,1362,1099,2461,13.9,31.5,0.2,74,7.9,NA
1662,2014-07-21,Margareten,00:00,23:59,731,816,1547,15.9,20.2,58,95,1.1,NA
1663,2014-07-22,Margareten,00:00,23:59,221,311,532,14.5,22,8,96,0.5,NA
1664,2014-07-23,Margareten,00:00,23:59,1931,1597,3528,12.4,26.3,0,49,10.3,NA
1665,2014-07-24,Margareten,00:00,23:59,1847,1369,3216,9.7,24.9,2,48,9.7,NA
1666,2014-07-25,Margareten,00:00,23:59,1601,1294,2895,10.1,26.7,0,40,11.9,NA
1667,2014-07-26,Margareten,00:00,23:59,1026,752,1778,11.4,27,4.5,83,8.1,NA
1668,2014-07-27,Margareten,00:00,23:59,549,466,1015,14.7,23.7,2,69,2.6,NA
1669,2014-07-28,Margareten,00:00,23:59,1436,1139,2575,14.3,26,0,69,8.2,NA
1670,2014-07-29,Margareten,00:00,23:59,1389,1116,2505,13.6,23.4,13.9,89,0.3,NA
1671,2014-07-30,Margareten,00:00,23:59,1073,922,1995,17.4,21,11.6,100,0,NA
1672,2014-07-31,Margareten,00:00,23:59,894,823,1717,12,22.8,0,75,2.8,NA
1673,2014-08-01,Margareten,00:00,23:59,1430,1105,2535,10.7,24.8,0,54,6.4,NA
1674,2014-08-02,Margareten,00:00,23:59,1061,878,1939,13.5,27.7,9.4,66,8.4,NA
1675,2014-08-03,Margareten,00:00,23:59,848,652,1500,13.8,25.8,0,59,7.5,NA
1676,2014-08-04,Margareten,00:00,23:59,1794,1294,3088,15.9,26.1,5.2,65,8.5,NA
1677,2014-08-05,Margareten,00:00,23:59,1205,934,2139,13.9,22.3,0.6,75,3.7,NA
1678,2014-08-06,Margareten,00:00,23:59,1693,1169,2862,11.8,24.4,0.4,41,12.2,NA
1679,2014-08-07,Margareten,00:00,23:59,1173,829,2002,12.6,24.4,0,75,4,NA
1680,2014-08-08,Margareten,00:00,23:59,1670,1151,2821,11.3,26.2,0,33,13,NA
1681,2014-08-09,Margareten,00:00,23:59,1024,731,1755,13.2,25.6,0,61,5.9,NA
1682,2014-08-10,Margareten,00:00,23:59,1137,803,1940,12.1,28.7,5.3,78,8,NA
1683,2014-08-11,Margareten,00:00,23:59,537,451,988,14.5,18.6,13.3,95,0,NA
1684,2014-08-12,Margareten,00:00,23:59,1443,963,2406,13.2,20.9,0,85,6.2,NA
1685,2014-08-13,Margareten,00:00,23:59,629,522,1151,13.6,17.2,8.7,94,0.1,NA
1686,2014-08-14,Margareten,00:00,23:59,1006,748,1754,10,18.9,0,78,3.9,NA
1687,2014-08-15,Margareten,00:00,23:59,514,365,879,10.5,19.5,0.6,79,5.8,NA
1688,2014-08-16,Margareten,00:00,23:59,603,397,1000,11,17.5,1.2,81,3.4,NA
1689,2014-08-17,Margareten,00:00,23:59,1029,712,1741,8.2,22,0,35,12.9,NA
1690,2014-08-18,Margareten,00:00,23:59,1372,864,2236,8.6,22.1,0.6,73,6.1,NA
1691,2014-08-19,Margareten,00:00,23:59,1037,732,1769,10.3,21.4,0,78,3.6,NA
1692,2014-08-20,Margareten,00:00,23:59,1008,686,1694,11.8,17.3,0.2,95,0.1,NA
1693,2014-08-21,Margareten,00:00,23:59,1352,864,2216,7.1,19.8,0,61,8.7,NA
1694,2014-08-22,Margareten,00:00,23:59,1172,769,1941,6.2,21,0,60,6.5,NA
1695,2014-08-23,Margareten,00:00,23:59,835,555,1390,8.6,19.9,1.3,85,3.8,NA
1696,2014-08-24,Margareten,00:00,23:59,684,492,1176,7.1,17.8,0,69,8.8,NA
1697,2014-08-25,Margareten,00:00,23:59,1136,879,2015,5,19.4,6.8,86,5.2,NA
1698,2014-08-26,Margareten,00:00,23:59,695,525,1220,11.7,21.1,2.5,91,2,NA
1699,2014-08-27,Margareten,00:00,23:59,804,638,1442,6.9,17.9,11,71,2.2,NA
1700,2014-08-28,Margareten,00:00,23:59,1106,651,1757,6.2,22.1,0,48,8.7,NA
1701,2014-08-29,Margareten,00:00,23:59,1068,667,1735,9.1,21.7,1.2,80,3.5,NA
1702,2014-08-30,Margareten,00:00,23:59,729,557,1286,13.8,22.9,0,76,5.7,NA
1703,2014-08-31,Margareten,00:00,23:59,285,226,511,11.2,16.1,17.9,93,0,NA
1704,2014-09-01,Margareten,00:00,23:59,864,592,1456,11.5,15.5,0,93,0.8,NA
1705,2014-09-02,Margareten,00:00,23:59,1187,1053,2240,11.1,17.7,1,94,0.8,NA
1706,2014-09-03,Margareten,00:00,23:59,1065,1080,2145,11.4,18.2,0,91,1.5,NA
1707,2014-09-04,Margareten,00:00,23:59,1412,1490,2902,11.4,22.6,0,76,4.7,NA
1708,2014-09-05,Margareten,00:00,23:59,1374,1473,2847,11.4,21.3,0,79,1.6,NA
1709,2014-09-06,Margareten,00:00,23:59,1227,1264,2491,11.9,25.3,0,58,7.6,NA
1710,2014-09-07,Margareten,00:00,23:59,1055,1039,2094,10.9,25.4,0,31,9.6,NA
1711,2014-09-08,Margareten,00:00,23:59,1740,1871,3611,10.3,26,2.2,50,7.8,NA
1712,2014-09-09,Margareten,00:00,23:59,1391,1511,2902,11.1,23,0,76,2.7,NA
1713,2014-09-10,Margareten,00:00,23:59,1574,1724,3298,8.8,20.2,0,65,4.6,NA
1714,2014-09-11,Margareten,00:00,23:59,1410,1566,2976,8.5,18,7,73,2.8,NA
1715,2014-09-12,Margareten,00:00,23:59,529,590,1119,9.7,13,4.1,100,0,NA
1716,2014-09-13,Margareten,00:00,23:59,693,806,1499,11.2,15.1,0.9,99,0,NA
1717,2014-09-14,Margareten,00:00,23:59,459,457,916,14.1,17.2,0.3,100,0,NA
1718,2014-09-15,Margareten,00:00,23:59,1474,1619,3093,9.3,19.3,0,63,3.4,NA
1719,2014-09-16,Margareten,00:00,23:59,1895,1992,3887,9.4,18.7,0,58,4.1,NA
1720,2014-09-17,Margareten,00:00,23:59,2000,2168,4168,8.7,22.5,0,54,6.2,NA
1721,2014-09-18,Margareten,00:00,23:59,2027,2252,4279,8.2,24.1,0.1,68,10,NA
1722,2014-09-19,Margareten,00:00,23:59,1917,2042,3959,9.4,25.6,5.2,70,4.2,NA
1723,2014-09-20,Margareten,00:00,23:59,966,1027,1993,12.1,22.3,1.3,73,4.2,NA
1724,2014-09-21,Margareten,00:00,23:59,663,664,1327,11,21.5,8,76,1.3,NA
1725,2014-09-22,Margareten,00:00,23:59,1402,1516,2918,7.4,13.7,1.9,80,2.3,NA
1726,2014-09-23,Margareten,00:00,23:59,1838,1922,3760,2.2,14.6,0,50,6.3,NA
1727,2014-09-24,Margareten,00:00,23:59,1851,2010,3861,-0.1,19,2.6,63,6.7,NA
1728,2014-09-25,Margareten,00:00,23:59,1073,1159,2232,6.6,15.9,0.1,89,1.2,NA
1729,2014-09-26,Margareten,00:00,23:59,1575,1679,3254,8.2,17.6,0.1,84,2.9,NA
1730,2014-09-27,Margareten,00:00,23:59,1439,1533,2972,6.2,18.1,0,66,2.9,NA
1731,2014-09-28,Margareten,00:00,23:59,1292,1256,2548,5.4,19.6,0,75,4,NA
1732,2014-09-29,Margareten,00:00,23:59,2042,2102,4144,7.2,19.5,0,65,5.2,NA
1733,2014-09-30,Margareten,00:00,23:59,1733,1852,3585,7.6,19,19.3,89,0.1,NA
1734,2014-10-01,Margareten,00:00,23:59,1064,1110,2174,10.4,19.1,0.3,86,0.9,NA
1735,2014-10-02,Margareten,00:00,23:59,1843,1869,3712,7.3,18.4,0,56,4.2,NA
1736,2014-10-03,Margareten,00:00,23:59,1064,1057,2121,6.7,18.4,0,35,6.1,NA
1737,2014-10-04,Margareten,00:00,23:59,978,1021,1999,4.7,13.9,0,61,4.3,NA
1738,2014-10-05,Margareten,00:00,23:59,902,896,1798,6.8,15.2,0,86,0.4,NA
1739,2014-10-06,Margareten,00:00,23:59,1557,1684,3241,5.9,12.6,0,81,0,NA
1740,2014-10-07,Margareten,00:00,23:59,1868,1933,3801,9.2,21.4,0,86,5,NA
1741,2014-10-08,Margareten,00:00,23:59,1788,1847,3635,8.7,19.9,0,81,3.6,NA
1742,2014-10-09,Margareten,00:00,23:59,2063,2092,4155,6.1,24.8,0,30,10.6,NA
1743,2014-10-10,Margareten,00:00,23:59,1768,1803,3571,8.3,21,0,63,4.7,NA
1744,2014-10-11,Margareten,00:00,23:59,1139,1144,2283,8.1,19.1,0.2,83,0.2,NA
1745,2014-10-12,Margareten,00:00,23:59,1214,1203,2417,8.4,18.4,0,91,4.9,NA
1746,2014-10-13,Margareten,00:00,23:59,1675,1669,3344,6.9,17.7,5.2,79,0.4,NA
1747,2014-10-14,Margareten,00:00,23:59,1944,1934,3878,7.5,19.2,1.3,60,8,NA
1748,2014-10-15,Margareten,00:00,23:59,1521,1552,3073,8.1,18.1,0.4,93,1.5,NA
1749,2014-10-16,Margareten,00:00,23:59,1344,1335,2679,12.4,19.3,7.3,94,1.5,NA
1750,2014-10-17,Margareten,00:00,23:59,931,908,1839,6.4,14.4,7.9,83,0,NA
1751,2014-10-18,Margareten,00:00,23:59,1440,1407,2847,4.4,17.3,0,44,6.3,NA
1752,2014-10-19,Margareten,00:00,23:59,1475,1356,2831,4.3,23.3,0,55,9.6,NA
1753,2014-10-20,Margareten,00:00,23:59,1716,1766,3482,10.2,22.9,25.2,78,3.4,NA
1754,2014-10-21,Margareten,00:00,23:59,1229,1175,2404,7.3,17.1,10.4,86,2.1,NA
1755,2014-10-22,Margareten,00:00,23:59,788,809,1597,4.6,7.4,15.5,94,0,NA
1756,2014-10-23,Margareten,00:00,23:59,810,836,1646,6.7,8.2,0,100,0,NA
1757,2014-10-24,Margareten,00:00,23:59,1273,1293,2566,0.8,11.4,0,80,5.3,NA
1758,2014-10-25,Margareten,00:00,23:59,734,736,1470,0.5,9,4.3,91,1.1,NA
1759,2014-10-26,Margareten,00:00,23:59,814,760,1574,6.5,10.3,0,98,0,NA
1760,2014-10-27,Margareten,00:00,23:59,1213,1144,2357,5,6.6,0,100,0,NA
1761,2014-10-28,Margareten,00:00,23:59,1176,1195,2371,5.4,6.6,0,99,0,NA
1762,2014-10-29,Margareten,00:00,23:59,1263,1329,2592,1.3,13.1,0,73,3.5,NA
1763,2014-10-30,Margareten,00:00,23:59,1028,1048,2076,0.7,10.3,0,93,0,NA
1764,2014-10-31,Margareten,00:00,23:59,1332,1348,2680,4.1,12.9,0,85,1.3,NA
1765,2014-11-01,Margareten,00:00,23:59,866,868,1734,3.1,15,0,66,6.4,NA
1766,2014-11-02,Margareten,00:00,23:59,1061,1014,2075,1,17.9,0,53,8.5,NA
1767,2014-11-03,Margareten,00:00,23:59,1710,1756,3466,0,15.2,0,43,9.2,NA
1768,2014-11-04,Margareten,00:00,23:59,1835,1838,3673,1.3,21.6,0,55,7.3,NA
1769,2014-11-05,Margareten,00:00,23:59,1255,1289,2544,5.7,13.3,4.8,90,0,NA
1770,2014-11-06,Margareten,00:00,23:59,653,661,1314,2,5.9,5.5,100,0,NA
1771,2014-11-07,Margareten,00:00,23:59,1186,1252,2438,3.1,7.9,0,91,0,NA
1772,2014-11-08,Margareten,00:00,23:59,1021,1067,2088,1.7,12.3,0,54,7.1,NA
1773,2014-11-09,Margareten,00:00,23:59,753,770,1523,6,8.2,0,100,0,NA
1774,2014-11-10,Margareten,00:00,23:59,1324,1410,2734,6.2,7.8,0,100,0,NA
1775,2014-11-11,Margareten,00:00,23:59,1402,1466,2868,3.4,9.2,0,86,0,NA
1776,2014-11-12,Margareten,00:00,23:59,1433,1497,2930,2.9,12.3,0.1,88,2.9,NA
1777,2014-11-13,Margareten,00:00,23:59,1224,1294,2518,7.2,9.7,0.1,100,0,NA
1778,2014-11-14,Margareten,00:00,23:59,1244,1315,2559,6.6,8.3,0,100,0,NA
1779,2014-11-15,Margareten,00:00,23:59,745,820,1565,5.6,8.3,0,98,0,NA
1780,2014-11-16,Margareten,00:00,23:59,630,571,1201,-0.2,11.1,0,59,3.2,NA
1781,2014-11-17,Margareten,00:00,23:59,1262,1309,2571,-1.7,7.6,7.8,84,0,NA
